,0,1
0,Wind1VelX,min
1,Wind1VelY,min
2,Wind1VelZ,min
3,Azimuth,min
4,BldPitch1,min
5,BldPitch2,min
6,BldPitch3,min
7,GenSpeed,min
8,NacYaw,min
9,OoPDefl1,min
10,PtfmHeave,min
11,PtfmPitch,min
12,PtfmRoll,min
13,PtfmSurge,min
14,PtfmSway,min
15,PtfmYaw,min
16,RotSpeed,min
17,RotThrust,min
18,RotTorq,min
19,TwHt1TPxi,min
20,TwHt1TPyi,min
21,TwrBsFxt,min
22,TwrBsFyt,min
23,TwrBsFzt,min
24,TwrBsMxt,min
25,TwrBsMyt,min
26,TwrBsMzt,min
27,B1N001TDx,min
28,B1N002TDx,min
29,B1N003TDx,min
30,B1N004TDx,min
31,B1N005TDx,min
32,B1N006TDx,min
33,B1N007TDx,min
34,B1N008TDx,min
35,B1N009TDx,min
36,B1N010TDx,min
37,B1N011TDx,min
38,B1N012TDx,min
39,B1N013TDx,min
40,B1N014TDx,min
41,B1N015TDx,min
42,B1N016TDx,min
43,B1N017TDx,min
44,B1N018TDx,min
45,B1N019TDx,min
46,B1N020TDx,min
47,B1N021TDx,min
48,B1N022TDx,min
49,B1N023TDx,min
50,B1N024TDx,min
51,B1N025TDx,min
52,B1N026TDx,min
53,B1N027TDx,min
54,B1N028TDx,min
55,B1N029TDx,min
56,B1N030TDx,min
57,B1N031TDx,min
58,B1N032TDx,min
59,B1N033TDx,min
60,B1N034TDx,min
61,B1N035TDx,min
62,B1N036TDx,min
63,B1N037TDx,min
64,B1N038TDx,min
65,B1N039TDx,min
66,B1N040TDx,min
67,B1N041TDx,min
68,B1N042TDx,min
69,B1N043TDx,min
70,B1N044TDx,min
71,B1N045TDx,min
72,B1N046TDx,min
73,B1N047TDx,min
74,B1N048TDx,min
75,B1N049TDx,min
76,B1N050TDx,min
77,B1N001TDy,min
78,B1N002TDy,min
79,B1N003TDy,min
80,B1N004TDy,min
81,B1N005TDy,min
82,B1N006TDy,min
83,B1N007TDy,min
84,B1N008TDy,min
85,B1N009TDy,min
86,B1N010TDy,min
87,B1N011TDy,min
88,B1N012TDy,min
89,B1N013TDy,min
90,B1N014TDy,min
91,B1N015TDy,min
92,B1N016TDy,min
93,B1N017TDy,min
94,B1N018TDy,min
95,B1N019TDy,min
96,B1N020TDy,min
97,B1N021TDy,min
98,B1N022TDy,min
99,B1N023TDy,min
100,B1N024TDy,min
101,B1N025TDy,min
102,B1N026TDy,min
103,B1N027TDy,min
104,B1N028TDy,min
105,B1N029TDy,min
106,B1N030TDy,min
107,B1N031TDy,min
108,B1N032TDy,min
109,B1N033TDy,min
110,B1N034TDy,min
111,B1N035TDy,min
112,B1N036TDy,min
113,B1N037TDy,min
114,B1N038TDy,min
115,B1N039TDy,min
116,B1N040TDy,min
117,B1N041TDy,min
118,B1N042TDy,min
119,B1N043TDy,min
120,B1N044TDy,min
121,B1N045TDy,min
122,B1N046TDy,min
123,B1N047TDy,min
124,B1N048TDy,min
125,B1N049TDy,min
126,B1N050TDy,min
127,B1N001RDz,min
128,B1N002RDz,min
129,B1N003RDz,min
130,B1N004RDz,min
131,B1N005RDz,min
132,B1N006RDz,min
133,B1N007RDz,min
134,B1N008RDz,min
135,B1N009RDz,min
136,B1N010RDz,min
137,B1N011RDz,min
138,B1N012RDz,min
139,B1N013RDz,min
140,B1N014RDz,min
141,B1N015RDz,min
142,B1N016RDz,min
143,B1N017RDz,min
144,B1N018RDz,min
145,B1N019RDz,min
146,B1N020RDz,min
147,B1N021RDz,min
148,B1N022RDz,min
149,B1N023RDz,min
150,B1N024RDz,min
151,B1N025RDz,min
152,B1N026RDz,min
153,B1N027RDz,min
154,B1N028RDz,min
155,B1N029RDz,min
156,B1N030RDz,min
157,B1N031RDz,min
158,B1N032RDz,min
159,B1N033RDz,min
160,B1N034RDz,min
161,B1N035RDz,min
162,B1N036RDz,min
163,B1N037RDz,min
164,B1N038RDz,min
165,B1N039RDz,min
166,B1N040RDz,min
167,B1N041RDz,min
168,B1N042RDz,min
169,B1N043RDz,min
170,B1N044RDz,min
171,B1N045RDz,min
172,B1N046RDz,min
173,B1N047RDz,min
174,B1N048RDz,min
175,B1N049RDz,min
176,B1N050RDz,min
177,RtFldFxh,min
178,RtFldFyh,min
179,RtFldFzh,min
180,RtFldMxh,min
181,RtFldMyh,min
182,RtFldMzh,min
183,RtVAvgxh,min
184,RtFldCp,min
185,RtFldCt,min
186,RtArea,min
187,RtSpeed,min
188,RtTSR,min
189,AB1N001Vrel,min
190,AB1N002Vrel,min
191,AB1N003Vrel,min
192,AB1N004Vrel,min
193,AB1N005Vrel,min
194,AB1N006Vrel,min
195,AB1N007Vrel,min
196,AB1N008Vrel,min
197,AB1N009Vrel,min
198,AB1N010Vrel,min
199,AB1N011Vrel,min
200,AB1N012Vrel,min
201,AB1N013Vrel,min
202,AB1N014Vrel,min
203,AB1N015Vrel,min
204,AB1N016Vrel,min
205,AB1N017Vrel,min
206,AB1N018Vrel,min
207,AB1N019Vrel,min
208,AB1N020Vrel,min
209,AB1N021Vrel,min
210,AB1N022Vrel,min
211,AB1N023Vrel,min
212,AB1N024Vrel,min
213,AB1N025Vrel,min
214,AB1N026Vrel,min
215,AB1N027Vrel,min
216,AB1N028Vrel,min
217,AB1N029Vrel,min
218,AB1N030Vrel,min
219,AB1N031Vrel,min
220,AB1N032Vrel,min
221,AB1N033Vrel,min
222,AB1N034Vrel,min
223,AB1N035Vrel,min
224,AB1N036Vrel,min
225,AB1N037Vrel,min
226,AB1N038Vrel,min
227,AB1N039Vrel,min
228,AB1N040Vrel,min
229,AB1N041Vrel,min
230,AB1N042Vrel,min
231,AB1N043Vrel,min
232,AB1N044Vrel,min
233,AB1N045Vrel,min
234,AB1N046Vrel,min
235,AB1N047Vrel,min
236,AB1N048Vrel,min
237,AB1N049Vrel,min
238,AB1N050Vrel,min
239,AB1N001Alpha,min
240,AB1N002Alpha,min
241,AB1N003Alpha,min
242,AB1N004Alpha,min
243,AB1N005Alpha,min
244,AB1N006Alpha,min
245,AB1N007Alpha,min
246,AB1N008Alpha,min
247,AB1N009Alpha,min
248,AB1N010Alpha,min
249,AB1N011Alpha,min
250,AB1N012Alpha,min
251,AB1N013Alpha,min
252,AB1N014Alpha,min
253,AB1N015Alpha,min
254,AB1N016Alpha,min
255,AB1N017Alpha,min
256,AB1N018Alpha,min
257,AB1N019Alpha,min
258,AB1N020Alpha,min
259,AB1N021Alpha,min
260,AB1N022Alpha,min
261,AB1N023Alpha,min
262,AB1N024Alpha,min
263,AB1N025Alpha,min
264,AB1N026Alpha,min
265,AB1N027Alpha,min
266,AB1N028Alpha,min
267,AB1N029Alpha,min
268,AB1N030Alpha,min
269,AB1N031Alpha,min
270,AB1N032Alpha,min
271,AB1N033Alpha,min
272,AB1N034Alpha,min
273,AB1N035Alpha,min
274,AB1N036Alpha,min
275,AB1N037Alpha,min
276,AB1N038Alpha,min
277,AB1N039Alpha,min
278,AB1N040Alpha,min
279,AB1N041Alpha,min
280,AB1N042Alpha,min
281,AB1N043Alpha,min
282,AB1N044Alpha,min
283,AB1N045Alpha,min
284,AB1N046Alpha,min
285,AB1N047Alpha,min
286,AB1N048Alpha,min
287,AB1N049Alpha,min
288,AB1N050Alpha,min
289,AB1N001Vindx,min
290,AB1N002Vindx,min
291,AB1N003Vindx,min
292,AB1N004Vindx,min
293,AB1N005Vindx,min
294,AB1N006Vindx,min
295,AB1N007Vindx,min
296,AB1N008Vindx,min
297,AB1N009Vindx,min
298,AB1N010Vindx,min
299,AB1N011Vindx,min
300,AB1N012Vindx,min
301,AB1N013Vindx,min
302,AB1N014Vindx,min
303,AB1N015Vindx,min
304,AB1N016Vindx,min
305,AB1N017Vindx,min
306,AB1N018Vindx,min
307,AB1N019Vindx,min
308,AB1N020Vindx,min
309,AB1N021Vindx,min
310,AB1N022Vindx,min
311,AB1N023Vindx,min
312,AB1N024Vindx,min
313,AB1N025Vindx,min
314,AB1N026Vindx,min
315,AB1N027Vindx,min
316,AB1N028Vindx,min
317,AB1N029Vindx,min
318,AB1N030Vindx,min
319,AB1N031Vindx,min
320,AB1N032Vindx,min
321,AB1N033Vindx,min
322,AB1N034Vindx,min
323,AB1N035Vindx,min
324,AB1N036Vindx,min
325,AB1N037Vindx,min
326,AB1N038Vindx,min
327,AB1N039Vindx,min
328,AB1N040Vindx,min
329,AB1N041Vindx,min
330,AB1N042Vindx,min
331,AB1N043Vindx,min
332,AB1N044Vindx,min
333,AB1N045Vindx,min
334,AB1N046Vindx,min
335,AB1N047Vindx,min
336,AB1N048Vindx,min
337,AB1N049Vindx,min
338,AB1N050Vindx,min
339,AB1N001Vindy,min
340,AB1N002Vindy,min
341,AB1N003Vindy,min
342,AB1N004Vindy,min
343,AB1N005Vindy,min
344,AB1N006Vindy,min
345,AB1N007Vindy,min
346,AB1N008Vindy,min
347,AB1N009Vindy,min
348,AB1N010Vindy,min
349,AB1N011Vindy,min
350,AB1N012Vindy,min
351,AB1N013Vindy,min
352,AB1N014Vindy,min
353,AB1N015Vindy,min
354,AB1N016Vindy,min
355,AB1N017Vindy,min
356,AB1N018Vindy,min
357,AB1N019Vindy,min
358,AB1N020Vindy,min
359,AB1N021Vindy,min
360,AB1N022Vindy,min
361,AB1N023Vindy,min
362,AB1N024Vindy,min
363,AB1N025Vindy,min
364,AB1N026Vindy,min
365,AB1N027Vindy,min
366,AB1N028Vindy,min
367,AB1N029Vindy,min
368,AB1N030Vindy,min
369,AB1N031Vindy,min
370,AB1N032Vindy,min
371,AB1N033Vindy,min
372,AB1N034Vindy,min
373,AB1N035Vindy,min
374,AB1N036Vindy,min
375,AB1N037Vindy,min
376,AB1N038Vindy,min
377,AB1N039Vindy,min
378,AB1N040Vindy,min
379,AB1N041Vindy,min
380,AB1N042Vindy,min
381,AB1N043Vindy,min
382,AB1N044Vindy,min
383,AB1N045Vindy,min
384,AB1N046Vindy,min
385,AB1N047Vindy,min
386,AB1N048Vindy,min
387,AB1N049Vindy,min
388,AB1N050Vindy,min
389,AB1N001Cn,min
390,AB1N002Cn,min
391,AB1N003Cn,min
392,AB1N004Cn,min
393,AB1N005Cn,min
394,AB1N006Cn,min
395,AB1N007Cn,min
396,AB1N008Cn,min
397,AB1N009Cn,min
398,AB1N010Cn,min
399,AB1N011Cn,min
400,AB1N012Cn,min
401,AB1N013Cn,min
402,AB1N014Cn,min
403,AB1N015Cn,min
404,AB1N016Cn,min
405,AB1N017Cn,min
406,AB1N018Cn,min
407,AB1N019Cn,min
408,AB1N020Cn,min
409,AB1N021Cn,min
410,AB1N022Cn,min
411,AB1N023Cn,min
412,AB1N024Cn,min
413,AB1N025Cn,min
414,AB1N026Cn,min
415,AB1N027Cn,min
416,AB1N028Cn,min
417,AB1N029Cn,min
418,AB1N030Cn,min
419,AB1N031Cn,min
420,AB1N032Cn,min
421,AB1N033Cn,min
422,AB1N034Cn,min
423,AB1N035Cn,min
424,AB1N036Cn,min
425,AB1N037Cn,min
426,AB1N038Cn,min
427,AB1N039Cn,min
428,AB1N040Cn,min
429,AB1N041Cn,min
430,AB1N042Cn,min
431,AB1N043Cn,min
432,AB1N044Cn,min
433,AB1N045Cn,min
434,AB1N046Cn,min
435,AB1N047Cn,min
436,AB1N048Cn,min
437,AB1N049Cn,min
438,AB1N050Cn,min
439,AB1N001Ct,min
440,AB1N002Ct,min
441,AB1N003Ct,min
442,AB1N004Ct,min
443,AB1N005Ct,min
444,AB1N006Ct,min
445,AB1N007Ct,min
446,AB1N008Ct,min
447,AB1N009Ct,min
448,AB1N010Ct,min
449,AB1N011Ct,min
450,AB1N012Ct,min
451,AB1N013Ct,min
452,AB1N014Ct,min
453,AB1N015Ct,min
454,AB1N016Ct,min
455,AB1N017Ct,min
456,AB1N018Ct,min
457,AB1N019Ct,min
458,AB1N020Ct,min
459,AB1N021Ct,min
460,AB1N022Ct,min
461,AB1N023Ct,min
462,AB1N024Ct,min
463,AB1N025Ct,min
464,AB1N026Ct,min
465,AB1N027Ct,min
466,AB1N028Ct,min
467,AB1N029Ct,min
468,AB1N030Ct,min
469,AB1N031Ct,min
470,AB1N032Ct,min
471,AB1N033Ct,min
472,AB1N034Ct,min
473,AB1N035Ct,min
474,AB1N036Ct,min
475,AB1N037Ct,min
476,AB1N038Ct,min
477,AB1N039Ct,min
478,AB1N040Ct,min
479,AB1N041Ct,min
480,AB1N042Ct,min
481,AB1N043Ct,min
482,AB1N044Ct,min
483,AB1N045Ct,min
484,AB1N046Ct,min
485,AB1N047Ct,min
486,AB1N048Ct,min
487,AB1N049Ct,min
488,AB1N050Ct,min
489,AB1N001Fn,min
490,AB1N002Fn,min
491,AB1N003Fn,min
492,AB1N004Fn,min
493,AB1N005Fn,min
494,AB1N006Fn,min
495,AB1N007Fn,min
496,AB1N008Fn,min
497,AB1N009Fn,min
498,AB1N010Fn,min
499,AB1N011Fn,min
500,AB1N012Fn,min
501,AB1N013Fn,min
502,AB1N014Fn,min
503,AB1N015Fn,min
504,AB1N016Fn,min
505,AB1N017Fn,min
506,AB1N018Fn,min
507,AB1N019Fn,min
508,AB1N020Fn,min
509,AB1N021Fn,min
510,AB1N022Fn,min
511,AB1N023Fn,min
512,AB1N024Fn,min
513,AB1N025Fn,min
514,AB1N026Fn,min
515,AB1N027Fn,min
516,AB1N028Fn,min
517,AB1N029Fn,min
518,AB1N030Fn,min
519,AB1N031Fn,min
520,AB1N032Fn,min
521,AB1N033Fn,min
522,AB1N034Fn,min
523,AB1N035Fn,min
524,AB1N036Fn,min
525,AB1N037Fn,min
526,AB1N038Fn,min
527,AB1N039Fn,min
528,AB1N040Fn,min
529,AB1N041Fn,min
530,AB1N042Fn,min
531,AB1N043Fn,min
532,AB1N044Fn,min
533,AB1N045Fn,min
534,AB1N046Fn,min
535,AB1N047Fn,min
536,AB1N048Fn,min
537,AB1N049Fn,min
538,AB1N050Fn,min
539,AB1N001Ft,min
540,AB1N002Ft,min
541,AB1N003Ft,min
542,AB1N004Ft,min
543,AB1N005Ft,min
544,AB1N006Ft,min
545,AB1N007Ft,min
546,AB1N008Ft,min
547,AB1N009Ft,min
548,AB1N010Ft,min
549,AB1N011Ft,min
550,AB1N012Ft,min
551,AB1N013Ft,min
552,AB1N014Ft,min
553,AB1N015Ft,min
554,AB1N016Ft,min
555,AB1N017Ft,min
556,AB1N018Ft,min
557,AB1N019Ft,min
558,AB1N020Ft,min
559,AB1N021Ft,min
560,AB1N022Ft,min
561,AB1N023Ft,min
562,AB1N024Ft,min
563,AB1N025Ft,min
564,AB1N026Ft,min
565,AB1N027Ft,min
566,AB1N028Ft,min
567,AB1N029Ft,min
568,AB1N030Ft,min
569,AB1N031Ft,min
570,AB1N032Ft,min
571,AB1N033Ft,min
572,AB1N034Ft,min
573,AB1N035Ft,min
574,AB1N036Ft,min
575,AB1N037Ft,min
576,AB1N038Ft,min
577,AB1N039Ft,min
578,AB1N040Ft,min
579,AB1N041Ft,min
580,AB1N042Ft,min
581,AB1N043Ft,min
582,AB1N044Ft,min
583,AB1N045Ft,min
584,AB1N046Ft,min
585,AB1N047Ft,min
586,AB1N048Ft,min
587,AB1N049Ft,min
588,AB1N050Ft,min
589,AB1N001Fx,min
590,AB1N002Fx,min
591,AB1N003Fx,min
592,AB1N004Fx,min
593,AB1N005Fx,min
594,AB1N006Fx,min
595,AB1N007Fx,min
596,AB1N008Fx,min
597,AB1N009Fx,min
598,AB1N010Fx,min
599,AB1N011Fx,min
600,AB1N012Fx,min
601,AB1N013Fx,min
602,AB1N014Fx,min
603,AB1N015Fx,min
604,AB1N016Fx,min
605,AB1N017Fx,min
606,AB1N018Fx,min
607,AB1N019Fx,min
608,AB1N020Fx,min
609,AB1N021Fx,min
610,AB1N022Fx,min
611,AB1N023Fx,min
612,AB1N024Fx,min
613,AB1N025Fx,min
614,AB1N026Fx,min
615,AB1N027Fx,min
616,AB1N028Fx,min
617,AB1N029Fx,min
618,AB1N030Fx,min
619,AB1N031Fx,min
620,AB1N032Fx,min
621,AB1N033Fx,min
622,AB1N034Fx,min
623,AB1N035Fx,min
624,AB1N036Fx,min
625,AB1N037Fx,min
626,AB1N038Fx,min
627,AB1N039Fx,min
628,AB1N040Fx,min
629,AB1N041Fx,min
630,AB1N042Fx,min
631,AB1N043Fx,min
632,AB1N044Fx,min
633,AB1N045Fx,min
634,AB1N046Fx,min
635,AB1N047Fx,min
636,AB1N048Fx,min
637,AB1N049Fx,min
638,AB1N050Fx,min
639,AB1N001Fy,min
640,AB1N002Fy,min
641,AB1N003Fy,min
642,AB1N004Fy,min
643,AB1N005Fy,min
644,AB1N006Fy,min
645,AB1N007Fy,min
646,AB1N008Fy,min
647,AB1N009Fy,min
648,AB1N010Fy,min
649,AB1N011Fy,min
650,AB1N012Fy,min
651,AB1N013Fy,min
652,AB1N014Fy,min
653,AB1N015Fy,min
654,AB1N016Fy,min
655,AB1N017Fy,min
656,AB1N018Fy,min
657,AB1N019Fy,min
658,AB1N020Fy,min
659,AB1N021Fy,min
660,AB1N022Fy,min
661,AB1N023Fy,min
662,AB1N024Fy,min
663,AB1N025Fy,min
664,AB1N026Fy,min
665,AB1N027Fy,min
666,AB1N028Fy,min
667,AB1N029Fy,min
668,AB1N030Fy,min
669,AB1N031Fy,min
670,AB1N032Fy,min
671,AB1N033Fy,min
672,AB1N034Fy,min
673,AB1N035Fy,min
674,AB1N036Fy,min
675,AB1N037Fy,min
676,AB1N038Fy,min
677,AB1N039Fy,min
678,AB1N040Fy,min
679,AB1N041Fy,min
680,AB1N042Fy,min
681,AB1N043Fy,min
682,AB1N044Fy,min
683,AB1N045Fy,min
684,AB1N046Fy,min
685,AB1N047Fy,min
686,AB1N048Fy,min
687,AB1N049Fy,min
688,AB1N050Fy,min
689,AB1N001TnInd,min
690,AB1N002TnInd,min
691,AB1N003TnInd,min
692,AB1N004TnInd,min
693,AB1N005TnInd,min
694,AB1N006TnInd,min
695,AB1N007TnInd,min
696,AB1N008TnInd,min
697,AB1N009TnInd,min
698,AB1N010TnInd,min
699,AB1N011TnInd,min
700,AB1N012TnInd,min
701,AB1N013TnInd,min
702,AB1N014TnInd,min
703,AB1N015TnInd,min
704,AB1N016TnInd,min
705,AB1N017TnInd,min
706,AB1N018TnInd,min
707,AB1N019TnInd,min
708,AB1N020TnInd,min
709,AB1N021TnInd,min
710,AB1N022TnInd,min
711,AB1N023TnInd,min
712,AB1N024TnInd,min
713,AB1N025TnInd,min
714,AB1N026TnInd,min
715,AB1N027TnInd,min
716,AB1N028TnInd,min
717,AB1N029TnInd,min
718,AB1N030TnInd,min
719,AB1N031TnInd,min
720,AB1N032TnInd,min
721,AB1N033TnInd,min
722,AB1N034TnInd,min
723,AB1N035TnInd,min
724,AB1N036TnInd,min
725,AB1N037TnInd,min
726,AB1N038TnInd,min
727,AB1N039TnInd,min
728,AB1N040TnInd,min
729,AB1N041TnInd,min
730,AB1N042TnInd,min
731,AB1N043TnInd,min
732,AB1N044TnInd,min
733,AB1N045TnInd,min
734,AB1N046TnInd,min
735,AB1N047TnInd,min
736,AB1N048TnInd,min
737,AB1N049TnInd,min
738,AB1N050TnInd,min
739,AB1N001AxInd,min
740,AB1N002AxInd,min
741,AB1N003AxInd,min
742,AB1N004AxInd,min
743,AB1N005AxInd,min
744,AB1N006AxInd,min
745,AB1N007AxInd,min
746,AB1N008AxInd,min
747,AB1N009AxInd,min
748,AB1N010AxInd,min
749,AB1N011AxInd,min
750,AB1N012AxInd,min
751,AB1N013AxInd,min
752,AB1N014AxInd,min
753,AB1N015AxInd,min
754,AB1N016AxInd,min
755,AB1N017AxInd,min
756,AB1N018AxInd,min
757,AB1N019AxInd,min
758,AB1N020AxInd,min
759,AB1N021AxInd,min
760,AB1N022AxInd,min
761,AB1N023AxInd,min
762,AB1N024AxInd,min
763,AB1N025AxInd,min
764,AB1N026AxInd,min
765,AB1N027AxInd,min
766,AB1N028AxInd,min
767,AB1N029AxInd,min
768,AB1N030AxInd,min
769,AB1N031AxInd,min
770,AB1N032AxInd,min
771,AB1N033AxInd,min
772,AB1N034AxInd,min
773,AB1N035AxInd,min
774,AB1N036AxInd,min
775,AB1N037AxInd,min
776,AB1N038AxInd,min
777,AB1N039AxInd,min
778,AB1N040AxInd,min
779,AB1N041AxInd,min
780,AB1N042AxInd,min
781,AB1N043AxInd,min
782,AB1N044AxInd,min
783,AB1N045AxInd,min
784,AB1N046AxInd,min
785,AB1N047AxInd,min
786,AB1N048AxInd,min
787,AB1N049AxInd,min
788,AB1N050AxInd,min
789,GenPwr,min
790,GenTq,min
791,Wave1Elev,min
792,FAIRTEN1,min
793,FAIRTEN2,min
794,FAIRTEN3,min
795,FAIRTEN4,min
796,FAIRTEN5,min
797,FAIRTEN6,min
798,FAIRTEN7,min
799,FAIRTEN8,min
800,FAIRTEN9,min
801,FAIRTEN10,min
802,FAIRTEN11,min
803,FAIRTEN12,min
804,FAIRTEN13,min
805,FAIRTEN14,min
806,FAIRTEN15,min
807,FAIRTEN16,min
808,FAIRTEN17,min
809,FAIRTEN18,min
810,LINE1N0FX,min
811,LINE1N0FY,min
812,LINE1N0FZ,min
813,LINE7N0FX,min
814,LINE7N0FY,min
815,LINE7N0FZ,min
816,LINE13N0FX,min
817,LINE13N0FY,min
818,LINE13N0FZ,min
819,CON1PX,min
820,CON1PY,min
821,CON1PZ,min
822,CON2PX,min
823,CON2PY,min
824,CON2PZ,min
825,CON3PX,min
826,CON3PY,min
827,CON3PZ,min
828,CON4PX,min
829,CON4PY,min
830,CON4PZ,min
831,CON5PX,min
832,CON5PY,min
833,CON5PZ,min
834,CON6PX,min
835,CON6PY,min
836,CON6PZ,min
837,CON7PX,min
838,CON7PY,min
839,CON7PZ,min
840,CON8PX,min
841,CON8PY,min
842,CON8PZ,min
843,CON9PX,min
844,CON9PY,min
845,CON9PZ,min
846,CON10PX,min
847,CON10PY,min
848,CON10PZ,min
849,CON11PX,min
850,CON11PY,min
851,CON11PZ,min
852,CON12PX,min
853,CON12PY,min
854,CON12PZ,min
855,CON13PX,min
856,CON13PY,min
857,CON13PZ,min
858,CON14PX,min
859,CON14PY,min
860,CON14PZ,min
861,CON15PX,min
862,CON15PY,min
863,CON15PZ,min
864,CON16PX,min
865,CON16PY,min
866,CON16PZ,min
867,CON17PX,min
868,CON17PY,min
869,CON17PZ,min
870,CON18PX,min
871,CON18PY,min
872,CON18PZ,min
873,CON19PX,min
874,CON19PY,min
875,CON19PZ,min
876,CON20PX,min
877,CON20PY,min
878,CON20PZ,min
879,CON21PX,min
880,CON21PY,min
881,CON21PZ,min
882,ANCHTEN1,min
883,ANCHTEN2,min
884,ANCHTEN3,min
885,ANCHTEN4,min
886,ANCHTEN5,min
887,ANCHTEN6,min
888,ANCHTEN7,min
889,ANCHTEN8,min
890,ANCHTEN9,min
891,ANCHTEN10,min
892,ANCHTEN11,min
893,ANCHTEN12,min
894,ANCHTEN13,min
895,ANCHTEN14,min
896,ANCHTEN15,min
897,ANCHTEN16,min
898,ANCHTEN17,min
899,ANCHTEN18,min
900,ANCH1HORZ,min
901,ANCH7HORZ,min
902,ANCH13HORZ,min
903,Wind1VelX,max
904,Wind1VelY,max
905,Wind1VelZ,max
906,Azimuth,max
907,BldPitch1,max
908,BldPitch2,max
909,BldPitch3,max
910,GenSpeed,max
911,NacYaw,max
912,OoPDefl1,max
913,PtfmHeave,max
914,PtfmPitch,max
915,PtfmRoll,max
916,PtfmSurge,max
917,PtfmSway,max
918,PtfmYaw,max
919,RotSpeed,max
920,RotThrust,max
921,RotTorq,max
922,TwHt1TPxi,max
923,TwHt1TPyi,max
924,TwrBsFxt,max
925,TwrBsFyt,max
926,TwrBsFzt,max
927,TwrBsMxt,max
928,TwrBsMyt,max
929,TwrBsMzt,max
930,B1N001TDx,max
931,B1N002TDx,max
932,B1N003TDx,max
933,B1N004TDx,max
934,B1N005TDx,max
935,B1N006TDx,max
936,B1N007TDx,max
937,B1N008TDx,max
938,B1N009TDx,max
939,B1N010TDx,max
940,B1N011TDx,max
941,B1N012TDx,max
942,B1N013TDx,max
943,B1N014TDx,max
944,B1N015TDx,max
945,B1N016TDx,max
946,B1N017TDx,max
947,B1N018TDx,max
948,B1N019TDx,max
949,B1N020TDx,max
950,B1N021TDx,max
951,B1N022TDx,max
952,B1N023TDx,max
953,B1N024TDx,max
954,B1N025TDx,max
955,B1N026TDx,max
956,B1N027TDx,max
957,B1N028TDx,max
958,B1N029TDx,max
959,B1N030TDx,max
960,B1N031TDx,max
961,B1N032TDx,max
962,B1N033TDx,max
963,B1N034TDx,max
964,B1N035TDx,max
965,B1N036TDx,max
966,B1N037TDx,max
967,B1N038TDx,max
968,B1N039TDx,max
969,B1N040TDx,max
970,B1N041TDx,max
971,B1N042TDx,max
972,B1N043TDx,max
973,B1N044TDx,max
974,B1N045TDx,max
975,B1N046TDx,max
976,B1N047TDx,max
977,B1N048TDx,max
978,B1N049TDx,max
979,B1N050TDx,max
980,B1N001TDy,max
981,B1N002TDy,max
982,B1N003TDy,max
983,B1N004TDy,max
984,B1N005TDy,max
985,B1N006TDy,max
986,B1N007TDy,max
987,B1N008TDy,max
988,B1N009TDy,max
989,B1N010TDy,max
990,B1N011TDy,max
991,B1N012TDy,max
992,B1N013TDy,max
993,B1N014TDy,max
994,B1N015TDy,max
995,B1N016TDy,max
996,B1N017TDy,max
997,B1N018TDy,max
998,B1N019TDy,max
999,B1N020TDy,max
1000,B1N021TDy,max
1001,B1N022TDy,max
1002,B1N023TDy,max
1003,B1N024TDy,max
1004,B1N025TDy,max
1005,B1N026TDy,max
1006,B1N027TDy,max
1007,B1N028TDy,max
1008,B1N029TDy,max
1009,B1N030TDy,max
1010,B1N031TDy,max
1011,B1N032TDy,max
1012,B1N033TDy,max
1013,B1N034TDy,max
1014,B1N035TDy,max
1015,B1N036TDy,max
1016,B1N037TDy,max
1017,B1N038TDy,max
1018,B1N039TDy,max
1019,B1N040TDy,max
1020,B1N041TDy,max
1021,B1N042TDy,max
1022,B1N043TDy,max
1023,B1N044TDy,max
1024,B1N045TDy,max
1025,B1N046TDy,max
1026,B1N047TDy,max
1027,B1N048TDy,max
1028,B1N049TDy,max
1029,B1N050TDy,max
1030,B1N001RDz,max
1031,B1N002RDz,max
1032,B1N003RDz,max
1033,B1N004RDz,max
1034,B1N005RDz,max
1035,B1N006RDz,max
1036,B1N007RDz,max
1037,B1N008RDz,max
1038,B1N009RDz,max
1039,B1N010RDz,max
1040,B1N011RDz,max
1041,B1N012RDz,max
1042,B1N013RDz,max
1043,B1N014RDz,max
1044,B1N015RDz,max
1045,B1N016RDz,max
1046,B1N017RDz,max
1047,B1N018RDz,max
1048,B1N019RDz,max
1049,B1N020RDz,max
1050,B1N021RDz,max
1051,B1N022RDz,max
1052,B1N023RDz,max
1053,B1N024RDz,max
1054,B1N025RDz,max
1055,B1N026RDz,max
1056,B1N027RDz,max
1057,B1N028RDz,max
1058,B1N029RDz,max
1059,B1N030RDz,max
1060,B1N031RDz,max
1061,B1N032RDz,max
1062,B1N033RDz,max
1063,B1N034RDz,max
1064,B1N035RDz,max
1065,B1N036RDz,max
1066,B1N037RDz,max
1067,B1N038RDz,max
1068,B1N039RDz,max
1069,B1N040RDz,max
1070,B1N041RDz,max
1071,B1N042RDz,max
1072,B1N043RDz,max
1073,B1N044RDz,max
1074,B1N045RDz,max
1075,B1N046RDz,max
1076,B1N047RDz,max
1077,B1N048RDz,max
1078,B1N049RDz,max
1079,B1N050RDz,max
1080,RtFldFxh,max
1081,RtFldFyh,max
1082,RtFldFzh,max
1083,RtFldMxh,max
1084,RtFldMyh,max
1085,RtFldMzh,max
1086,RtVAvgxh,max
1087,RtFldCp,max
1088,RtFldCt,max
